bibid, feature, label, label_name, is_labeled
1011382,"การพัฒนาผลิตภัณฑ์พลาสติกชีวภาพปลอดจุลชีพจากพอลิแล็กติกแอซิดและไคโตซานพอลิแล็กติกแอซิด , ไคโตซาน , การดัดแปรทางเคมี , อนุพันธ์ไคโตซาน , เงินนาโน , วัสดุไฮบริด , ผลิตภัณฑ์พลาสติกปลอดจุลชีพ,",1,วิทยาศาสตร์ธรรมชาติ,1
1048826,"เอนไซม์ดัดแปรแป้ง และการประยุกต์ใช้Carbohydrate modifying enzyme and applicationsแอลฟาแมงโกสติน, ไซโคลเด็กซ์ทริน, สารประกอบเชิงซ้อนอินคลูชัน, ลิพิด, การจำลองเชิงพลวัติ,alpha-mangostin, cyclodextrins, inclusion complex, lipid bilayer, molecular dynamics simulation",1,วิทยาศาสตร์ธรรมชาติ,1
1038535,"ความหลากหลายทางพันธุกรรมและการปรับตัวของพืชเขาวังเขมร จังหวัดกาญจนบุรีความหลากหลายทางพันธุกรรม, การปรับตัวของพืช, เขาวังเขมร",1,วิทยาศาสตร์ธรรมชาติ,1
1017236,"การจำลองแบบ การออกแบบ การสังเคราะห์และการทดสอบฤทธิ์ทางชีวภาพของสารออกฤทธิ์ฆ่าเซลล์มะเร็งที่มีโครงสร้างพื้นฐานเป็นเอซาแนพ-โธควิโนนที่ต่ออยู่กับวงไธโอฟีนสารต้านมะเร็ง, เอซาแนพโธควิโนน, ไนโตรเจน, เฮเทอโรไซเคิล, การจำลองแบบ, การออกแบบโมเลกุลด้วยการคำนวณ,ความสัมพันธ์ระหว่างโครงสร้างกับกัมมันตภาพในการยับยั้งแบบสามมิติ, การคำนวณโมเลกูลาร์ด็อคกิ้ง วิธีพลศาสตร์เชิงโมเลกุล,Anticancer compounds, Azanaphthoquinone, N-heterocycles,molecular modeling, Computer-Aided Molecular Design, 3D-QSAR, molecular docking calculations, Molecular Dynamic Simmulations",1,วิทยาศาสตร์ธรรมชาติ,1
1039473,"โครงการวิจัยและพัฒนาวิธีการตรวจหาศัตรูพืชโดยเทคนิคทางเซรุ่มวิทยาและชีวโมเลกุลเพื่อการนำเข้าและส่งออกสินค้าเกษตรการตรวจวินิจฉัย,การตรวจสอบ,ชุดตรวจสอบสำเร็จรูป,เชื้อไฟโตพลาสมา,เชื้อไวรัส,เซรุ่มวิทยา,ทอสโพไวรัส,เทคนิค real-time PCR,เทคนิคทางอณูชีววิทยา,เทคนิคแลมป์,โรคกาบใบเน่าสีน้ำตาลของข้าว โรคจุดดำของส้มโอ,โรคเน่าดำของคะน้า,โรคใบขาวอ้อย,โรคใบด่างลาย,โรครวงไหม้,โรคเหี่ยวของกล้วย,โรคตายพรายของกล้วย,โรคใบด่างมันสำปะหลัง,โรคเหี่ยวและโรคใบไหม้ของข้าวโพด,ศัตรูพืชกักกัน,สุขอนามัยพืช,ไส้เดือนฝอย,ไส้เดือนฝอยรากปม,African cassava mosaic virus  (ACMV),antibody,antiserum,Bacterial cell system,bacterial panicle blight,Bacterial Ring Rot disease,black rot,black rot of kale,Black spot,blood disease of banana,Burkholderia glumae,Cassava Diseases,Citrus tristeza virus,Clavibacter michiganensis subsp. nebraskensis,Clavibacter michiganensis subsp. sepedonicus,cox1 marker,Detection,fruit fly,Fusarium oxysporum f.sp. cubense,GLIFT Kit (Gold Labeling IgG Flow Test),Gosss Bacterial Wilt of corn,Immuno strip,immunodominant membrane protein genes (IDPs),LAMP,lateral flow strip Leaf Blight of corn,,Maize mosaic disease,Meloidogyne enterolobii,Membrane protein (Imp),Molecular  Biology,Neoscytalidium dimidiatum,Panama disease Tropical Race 4,Pepper chat fruit viroid (PCFVd),Phyllosticta citriasiana,Phytoplasma,Plant Health,Plant quarantine,Pseudomonas fuscovaginae,Ralstonia solanacearum species complex,Ralstonia syzigii,real-time PCR,Real-time PCR technique,Reverse Transcription-Polymerase Chain Reaction,rice,root-knot nematode,RT-PCR,SCMV,SecA translocate protein (SecA),seed borne pathogen,Serology,Sheath brown rot,Srilunka cassava mosaic virus,Sugarcane mosaic virus,Sugarcane White Leaf Diseases,Tan spot,Tomato seed,Tospovirus,Translocation Gene,Watermelon silver mottle virus (WSMoV),Xanthomonas campestris pv. campestris",1,วิทยาศาสตร์ธรรมชาติ,1
1000906,"การพัฒนาการผลิตวัตถุดิบและตำรับเครื่องสำอางเพื่อการเพิ่มมูลค่าผลผลิตทางการเกษตรการต้านอนุมูลอิสระ,การยับยั้งเอนไซม์ไทโร",1,วิทยาศาสตร์ธรรมชาติ,1
276072,การเตรียมพอลิเมอร์แคปซูลระดับนาโนเมตรที่หุ้มวัสดุเก็บความร้อนด้วยกระบวนการสังเคราะห์แบบมินิอิมัลชันที่ไม่ใช้แรงเฉือนสูงสำหรับอุตสาหกรรมสิ่งทออนุภาคพอลิเมอร์ พอลิเมอร์แคปซูล กระบวนการสังเคราะห์แบบมินิอิมัลชัน วัสดุเก็บความร้อน nbsp;Polymer particles; Polymer capsule; Miniemulsion polymerization; Heat storage materials,1,วิทยาศาสตร์ธรรมชาติ,1
1014720,"การสำรวจซากดึกดำบรรพ์และสภาพแวดล้อมบรรพกาลในชั้นหินมหายุคพาลีโอโซอิคตอนปลายบริเวณภาคใต้และภาคตะวันตกของประเทศไทยเพื่อบูรณาการองค์ความรู้ด้านวิทยาศาสตร์พื้นพิภพ และแหล่งซากดึกดำบรรพ์กับการพัฒนาแหล่งท่องเที่ยว,Palaeozoic,Fossil,Palaeoenvironment,Biostratigraphy,Tectonic,Southern Thailand,Tourism site",1,วิทยาศาสตร์ธรรมชาติ,1
1028905,"การประยุกต์ใช้เทคโนโลยีโลกเสมือนโลกจริงสำหรับการศึกษา ในด้านการอนุรักษ์ภูมิปัญญาท้องถิ่น กรณีศึกษา เทศบาลเมืองเมืองแกนพัฒนา อำเภอแม่แตง จังหวัดเชียงใหม่โลกเสมือนผสานโลกจริง, ภูมิปัญญาท้องถิ่น,Augmented Reality, Local Wisdom",1,วิทยาศาสตร์ธรรมชาติ,1
1053235,"การพัฒนาอุตสาหกรรมการผลิต Functional ingredients และการประยุกต์ใช้ (122707)Development of Functional Ingredient Industry: Manufacturing processes and Their Applicationsสารให้ประโยชน์เชิงหน้าที่, เศรษฐกิจฐานชีวภาพ, อุตสาหกรรมใหม่,Click here to enter text.",1,วิทยาศาสตร์ธรรมชาติ,1
1028658,"การพัฒนาวัสดุแก้วที่เติมไอออนของธาตุแลนทาไนด์เพื่อประยุกต์ใช้เป็นวัสดุโฟโตนิกส์แก้ว, อุตสาหกรรม, ท้องถิ่น,Glass, Industry, Local",1,วิทยาศาสตร์ธรรมชาติ,1
1010368,"การศึกษาเพื่อรวบรวมและจัดทำลักษณะประจำพันธุ์ของมะขามป้อมจากท้องถิ่นต่างๆของประเทศไทยเพื่อเป็นฐานพันธุกรรมสำหรับงานวิจัยและพัฒนาผลิตภัณฑ์จากมะขามป้อมไปสู่ระดับอุตสาหกรรมมะขามป้อม , พันธุกรรม , คุณภาพผล , แปลงรวมพันธุ์ , Emblic , gerplasm , quality analyze , living collection , DNA fingerprint,",1,วิทยาศาสตร์ธรรมชาติ,1
1024462,"การเพาะเลี้ยงและการขยายพันธุ์เห็ดป่าบริโภคจากความหลากหลายทางชีวภาพของป่าบาลาฮาลาเห็ดป่าบริโภค ความหลากหลายทางชีวภาพ ป่าบาลาฮาลา การเพาะเลี้ยงเห็ด การขยายพันธุ์เห็ด,Wild-type edible mushrooms,Biodiversity,Balahala Forest,Mold cultivation,Mold propagation",1,วิทยาศาสตร์ธรรมชาติ,1
1003562,"การอ๊อกซิเดชั่นของสารอินทรีย์ย่อยสลายยากด้วยกระบวนการไฟฟ้าเคมีelectrochemical oxidation , recalcitrant organic compound , noble electrode",1,วิทยาศาสตร์ธรรมชาติ,1
1006715,"การพัฒนาค่าการปล่อยสารมลพิษอากาศจากการเผาไหม้ของแหล่งกำเนิดมลพิษแบบพื้นที่มลพิษอากาศ ค่าการปล่อยมลพิษอากาศ การเผาไหม้ แหล่งกำเนิดแบบพื้นที่ Air pollution, emission factors, combustion, area source nbsp;",1,วิทยาศาสตร์ธรรมชาติ,1
1024042,"การประเมินศักยภาพของราเอนโดไฟต์ที่ทนต่อสารฆ่าแมลงกลุ่มออร์แกโนคลอรีนในการเป็นเชื้อส่งเสริมการเจริญของพืชราเอนโดไฟต์,เชื้อราส่งเสริมการเจริญของพืช,ฮอร์โมนพืช,ออกซิน,จิบเบอเรลลิน,Endophytic fungi,plant growth promoting fungi,phytohormone,Auxin,gibberellins ",1,วิทยาศาสตร์ธรรมชาติ,1
1041896,"การประเมินภัยคุมคาม: การเปลี่ยนแปลงสภาพอากาศ ไฟ่ป่า และภัยคุกคามอื่นๆ ของนกไต่ไม้ใหญ่ (Sitta  magna) ชนิดพันธุ์ที่ใกล้สูญพันธุ์ระดับโลกThreat assessment of the globally endangered Giant Nuthatch (Sitta magna): climate change, fire and other potential threatsภัยคุกคาม,ชนิดใกล้สูญพันธุ์,การเปลี่ยนแปลงสภาพอากาศ,ไฟป่า,ถิ่นอาศัย,Threat,endangered species,climate change,forest fire,habitat",1,วิทยาศาสตร์ธรรมชาติ,1
1046973,"การศึกษาความสัมพันธ์ทางพันธุกรรมของกล้วยไม้สกุลม้าวิ่งในเขตภาคตะวันออกเฉียงเหนือตอนล่างโดยใช้เครื่องหมายดีเอ็นเอAssessment of Genetic Relationships of Local Thai Doritis Germplasm in North -East of Thailand using DNA Markersกล้วยไม้ ม้าวิ่ง เครื่องหมายดีเอ็นเอ ความสัมพันธ์ทางพันธุกรรม <br>orchid,Doritis sp.,DNA markers,geneticrelationships",1,วิทยาศาสตร์ธรรมชาติ,1
1008349,"การศึกษาฤทธิ์ต้านเชื้อจุลินทรีย์ของสารสกัดแทนนินจากวัสดุเหลือทิ้งทางการเกษตรAgricultural wastes,Antimicrobial property,Biological control,Dermatophytes,Hull,Jatropha curcas L.,Rhizophora spp.,Tannin",1,วิทยาศาสตร์ธรรมชาติ,1
1045455,การพัฒนาวัสดุเซรามิก PMN-PZT ที่เจือด้วย MnO2 สำหรับการประยุกต์เป็นหม้อแปลงเพียโซอิเล็กทริกDevelopment of PMN-PZT Ceramics doped with MnO2 for Piezoelectric Transformer ApplicationsPiezoelectric transformer,1,วิทยาศาสตร์ธรรมชาติ,1
1001793,เทคโนโลยีการทำปุ๋ยหมักอย่างรวดเร็วจากวัสดุอินทรีย์เหลือทิ้ง Organic Wastes Rapid Composting Technologyต้นหน่อไม้ฝรัง จุลินทรีย์ ขบวนการหมัก,1,วิทยาศาสตร์ธรรมชาติ,1
1015130,"การหาคุณสมบัติของการเป็นโฟโตโวลตาอิกจากการสังเคราะห์อนุภาคควอนตัมแบบจุดของแมงกานีสเทลลูไรด์/คอปเปอร์เทลลูไรด์เพื่อใช้เป็นสารรับไวแสง 2 ชั้นบนโฟโตอิเล็กโทรดของสารกึ่งตัวนำโลหะออกไซด์สำหรับการประยุกต์ใช้ในเซลล์แสงอาทิตย์แมงกานีสเทลลูไรด์,คอปเปอร์เทลลูไรด์,อนุภาคควอนตัมแบบจุด,เซลล์แสงอาทิตย์,",1,วิทยาศาสตร์ธรรมชาติ,1
1008970,"ศึกษาปริมาณสารประกอบฟีนอลิกทั้งหมด ไลโคปีน และฤทธิ์ต้านอนุมูลอิสระในน้ำมันมะพร้าวที่มีสารสกัดจากเยื่อหุ้มฟักข้าวและมะเขือเทศเพื่อใช้เป็นอาหารเสริมคำสำคัญ,ปริมาณสารประกอบฟีนอลิกทั้งหมด,ไลโคปีน,ฤทธิ์ต้านอนุมูลอิสระ,น้ำมันมะพร้าวที่มีสารสกัดจากเยื่อหุ้มฟักข้าวและมะเขือเทศ,Keywords,(total phenolic content,lycopene,antioxidant activity,coconut oil with extracted Gac membrane and tomatoes",1,วิทยาศาสตร์ธรรมชาติ,1
1034786,"นวัตกรรมต้นแบบแผ่นฟิล์มพลาสติกชีวภาพจากเจลว่านหางจระเข้ เพื่อใช้ประโยชน์เชิงการแพทย์ และอุตสาหกรรมแผ่นฤิล์ม,แผ่นฟิล์ม,พลาสติกชีวภาพ,ว่านหางจระเข้,film,bioplastic,aloe vera",1,วิทยาศาสตร์ธรรมชาติ,1
1047543,"การใช้ประโยชน์จากปัจจัยทางชีวภาพเพื่อการอนุรักษ์พันธุกรรมและฤทธิ์ทางชีวภาพจากผักหวานป่าBiological Factors Utilizationfor Genetic Conservation and Biological Activity from Pak-Wanpa (Melientha suavis Pirre.)อนุรักษ์พันธุกรรมพืช การเพาะเลี้ยงเนื้อเยื่อ ฤทธิ์ทางชีวภาพ ผลิตภัณฑ์เพื่อสุขภาพ มหาวิทยาลัยพะเยา ผักหวานป่า,ไมคอร์ไรซา,Plant genetic conservation,Tissue culture,Biological activity,Health prodcut,Universitty of Phayao,Melientha suavis Pirre.),Mycorrhiza",1,วิทยาศาสตร์ธรรมชาติ,1
1012777,"การประดิษฐ์และการศึกษาสมบัติของเซลล์แสงอาทิตย์ชนิดฟิล์มบางของรอยต่อวิวิธพันธุ์ CdS/CuOเซลล์แสงอาทิตย์ชนิดฟิล์มบาง CdS/CuO, XRD, สมบัติทางแสง, สมบัติทางไฟฟ้า,",1,วิทยาศาสตร์ธรรมชาติ,1
1001914,"การตรวจสอบ จำแนก และบ่งชี้แบคทีเรียชนิดไร้ออกซิเจนที่ทนทานต่อโลหะหนักปริมาณสูงเพื่อการบำบัดน้ำทิ้งอุตสาหกรรมAnaerobic bacteria <BR>, Brewery wastewater <BR>, Heavy metal <BR>, Metal-resistant strains",1,วิทยาศาสตร์ธรรมชาติ,1
1000409,"การศึกษาปัจจัยต่างๆที่มีผลต่อคุณภาพและความคงตัวของสมุนไพรหม่อน,antioxidant, Morus alba, mulberry, quality control, total polyphenol, 1-deoxynojirimycin, stability, oxyresveratrol",1,วิทยาศาสตร์ธรรมชาติ,1
292143," ผลของความเร็วกระแสลมร้อน และเกรเดียนท์อุณหภูมิต่อการแปลงพลังงานกลและพลังงานความร้อนเป็นพลังงานไฟฟ้าของโพลิไวนิลิดีนฟลูออไรด์โพลิไวนิลิดีนฟลูออไรด์, ไพอิโซอิเล็กทริกไพโรอิเล็กทริก, พลังงานหมุนเวียน, พลังงานสะอาด,",1,วิทยาศาสตร์ธรรมชาติ,1
1013239,"การเตรียมและสมบัติทางแสงของสารฟอสฟอร์ซิงค์ออกไซค์ที่ทำการเจือด้วยยูโรเปียมไอออนด้วยวิธีทางเคมีซิงค์ออกไซด์, อุณหภูมิการอบ, สมบัติทางแสง,Zinc Oxide, Annealing temperature, Photophysical properties",1,วิทยาศาสตร์ธรรมชาติ,1
1005963,การสังเคราะห์สารกลุ่มเบนซิมิดาโซลเพื่อใช้ในการต้านเชื้อราในมะเขือเทศ&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; เบนซิมิดาโซล (benzimidazole) &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; สารต้านเชื้อรา (antifungal) &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; มะเขือเทศ (tomato),1,วิทยาศาสตร์ธรรมชาติ,1
1031841,"ความหลากหลายของชาพื้นเมืองบนพื้นที่สูงในภาคเหนือของประเทศไทย ลักษณะ การรวบรวมพันธุ์ และจำแนกสายพันธุ์โดยวิเคราะห์องค์ประกอบทางเคมีและดีเอ็นเอชา พันธุ์ชาพื้นเมือง เมี่ยง การรวบรวมพันธุ์,Tea, Camellia spp., Local tea Species, Miang, Fermented tea, Germplasm Collection",1,วิทยาศาสตร์ธรรมชาติ,1
1017082,"การประเมินคุณภาพที่ดินแบบฟัซซี่สำหรับผลิตผลข้าวในบริเวณพื้นที่ 8 อำเภอ ตอนบนของจังหวัดนครราชสีมาโดยใช้ ระบบสารสนเทศภูมิศาสตร์การประเมินที่ดิน,ตรรกะฟัซซี่, ระบบสารสนเทศภูมิศาสตร์, ผลผลิตข้าว, จังหวัดนครราชสีมา,Spatial Analysis,Fuzzy,Geographic Information System,Rice Production,Nakhon Ratchasima Province",1,วิทยาศาสตร์ธรรมชาติ,1
1026422,"การประชาสัมพันธ์เชิงรุกโดยใช้เทคโนโลยีสารสนเทศเป็นฐานภายใต้สถานการณ์การแพร่ระบาดของโรคระบาดอุบัติใหม่ กรณีศึกษา โรคติดเชื้อไวรัสโคโรน่า 2019 (COVID -19) ในสามจังหวัดชายแดนภาคใต้สารสนเทศเพื่อการสื่อสาร,ระบบสารสนเทศทางภูมิศาสตร์,โรคติดเชื้อไวรัสโคโรน่า 2019,เทคโนโลยีสารสนเทศและการสื่อสาร, การประชาสัมพันธ์เชิงรุก,information communication,GIS,COVID19,information technology and communication,Proactive Public Relation",1,วิทยาศาสตร์ธรรมชาติ,1
1023088,"ผลของสารสกัดจากใบและเมล็ดของสมอตีนนก (Vitex pinnata L.) ต่อระบบสืบพันธุ์ของหนูเพศเมียที่ถูกตัดรังไข่สมอตีนนก (Vitex pinnata L. ),ระบบสืบพันธ์,หนูตัดรังไข่,Samo tin nok, Reproductive system, Ovariectomized rats",1,วิทยาศาสตร์ธรรมชาติ,1
1015238,"การศึกษาการเป็นตัวยับยั้งเอนไซม์เพปซินโปรติเอสและพาเพนโปรติเอสของสารเชิงซ้อนของโลหะทองกับอนุพันธ์ของสารประกอบไทอะโซอิลเอโซเอนไซม์เพปซินโปรติเอส,เอนไซม์พาเพนโปรติเอส,สารเชิงซ้อนของโลหะทอง,อนุพันธ์ของสารประกอบไทอะโซอิลเอโซ,",1,วิทยาศาสตร์ธรรมชาติ,1
1011381,"การสังเคราะห์อนุพันธ์ของบราสสิโนสเตอรอยด์ในระดับอุตสาหกรรมห้องปฏิบัติการเพื่อใช้ในการเพิ่มผลผลิตข้าวบราสสิโนสเตอรอยด์ (BS),ข้าว (Rice),ฮอร์โมน (Hormone),",1,วิทยาศาสตร์ธรรมชาติ,1
1034812,"การพัฒนาการทำแผนธุรกิจเพื่อสร้างความเข้มแข็งให้แก่วิสาหกิจชุมชนผลิตภัณฑ์สมุนไพรเดชาสมงามแผนธุรกิจ,ผลิตภัณฑ์สมุนไพร,วิสาหกิจชุมชน,,Business plan,Herbal product,Community entreprise",1,วิทยาศาสตร์ธรรมชาติ,1
254368," ภูมิปัญญาไทยในการนำสมุนไพรมาใช้ตามวิถีไทยDensity, Tiger’s Prey , Ungulate, Distance sampling, Huai Kha Khang Wildlife Sanctuary",1,วิทยาศาสตร์ธรรมชาติ,1
1018015,"การศึกษานิวตรอนสเปกโตรสโกปีสำหรับเตาปฏิกรณ์นิวเคลียร์สำหรับงานวิจัยของประเทศไทยด้วยหัววัดรังสีชนิดลิขวิดซิลทิลเลเตอร์นิวตรอนสเปกโตรสโกปี,เตาปฏิกรณ์นิวเคลียร์สำหรับงานวิจัยของประเทศไทย,หัววัดรังสีลิขวิดซิลทิลเลเตอร์,Neutron spectroscopy,Thai research reactor,Liquid scintillator detector",1,วิทยาศาสตร์ธรรมชาติ,1
1011317,"การจำแนกแก่นตะวัน (Helianthus tuberosus L.) โดยใช้ลำดับเบสของคลอโรพลาสต์ดีเอ็นเอและนิวเคลียร์ดีเอ็นเอด้วยเทคนิคพีซีอาร์ – อาร์เอฟแอลพีแก่นตะวัน , เยรูซาเลมอาร์ติโช็ค , คลอโรพลาสต์ดีเอ็นเอ , นิวเคลียร์ดีเอ็นเอ , ไรโบโซมอลดีเอ็นเอ , ยีน pbsA-trnH , rbcl , ตำแหน่ง ITS , PCR - RFLP , Kaentawan , Jerusalem Artichoke , Chloroplast DAN , Nuclear DNA , ribosomal DNA , pbsA-trnH gene , matK gene , rbcL gene , ITS,",1,วิทยาศาสตร์ธรรมชาติ,1
1031948,"การอนุรักษ์พันธุกรรมของต้นหนอนตายหยากในศูนย์การศึกษา มหาวิทยาลัยเชียงใหม่ หริภุญชัย จังหวัดลำพูนการอนุรักษ์พันธุกรรม, หนอนตายหยาก, เพาะเลี้ยงเนี้อเยื่อพืช, เครื่องหมายโมเลกุล, เทคนิค AFLP ",1,วิทยาศาสตร์ธรรมชาติ,1
1051045,"การศึกษาสภาวะที่เหมาะสมในการเพิ่มการผลิตลิปิดจากยีสต์สะสมไขมันในอาหารที่เตรียมจากสารสกัดจากชานอ้อยและนำไขมันที่ได้ไปเตรียมไบโอดีเซลOptimization of culture conditions for efficient lipid production by oleaginous yeasts from sugarcane bagasse hydrolysate and its use for biodiesel preparationสภาวะที่เหมาะสม,การผลิตลิปิด,ยีสต์สะสมไขมัน,สารสกัดจากชานอ้อย,,ไบโอดัเซล,Optimization,lipid production,oleaginous yeast,sugarcane bagasse hydrolysate,biodeisel",1,วิทยาศาสตร์ธรรมชาติ,1
1042015,"การเปลี่ยนคาบวงโคจรและสมบัติทางกายภาพของระบบดาวคู่อุปราคา PU VirginisOrbital Period Change and Physical Properties of an Eclipsing Binary System PU Virginisระบบดาวคู่,ดาวคู่อุปราคา,การเปลี่ยนคาบ,สมบัติทางกายภาพ,พียู เวอร์จินิส,Binary system,Eclipsing Binary Star,Orbital Period Change,Physical Properties,PU Virginis",1,วิทยาศาสตร์ธรรมชาติ,1
1053497,"การศึกษาประสิทธิภาพของวิธีการประมาณค่าพารามิเตอร์ในการวิเคราะห์พหุระดับ เมื่อความคลาดเคลื่อนมีการแจกแจกแบบไม่ปกติและเกิดอัตตสหสัมพันธ์THE STUDY OF EFFICIENCY OF PARAMITER ESTIMATORSIN MULTILEVEL ANALYSIS FOR NON-NORMALRESIDUAL DISTRIBUTION AND AUTOCORRELATION  <p style=""margin: 0cm 0cm 0pt 72.15pt; text-align: justify; text-justify: inter-cluster;"" class=""MsoNormal"">การวิเคราะห์พหุระดับ (Multilevel Analysis), รูปแบบเชิงเส้นตรงแบบลดหลั่น (Hierarchical Linear Models), ปัญหาอัตตสหสัมพันธ์(Autocorrelation)</p>  ",1,วิทยาศาสตร์ธรรมชาติ,1
292693," การพัฒนาวัสดุฟอสฟอร์ชนิดใหม่ในระบบ Li6La(BO3)3: Eu3+ สำหรับประยุกต์ใช้ในการสร้างภาพถ่ายด้วยนิวตรอนฟอสฟอร์,เปล่งเเสง,โครงสร้าง,นิวตรอน,phosphor, luminescence, structure, neutron",1,วิทยาศาสตร์ธรรมชาติ,1
1029787,"การศึกษาองค์ประกอบเคมี และประสิทธิภาพของสารสกัดสมุนไพรในการยับยั้งเชื้อราสาเหตุโรคใบไหม้ในข้าวพื้นที่อำเภอเชียงแสน จังหวัดเชียงรายต้านเชื้อรา โรคใบไหม้ในข้าว สารสกัดสมุนไพร ข้าว,antifungal activity, rice blast disease, herbal extracts, rice",1,วิทยาศาสตร์ธรรมชาติ,1
1034309,"การศึกษาสภาวะที่เหมาะสมในการผลิตไบโอดีเซลจากน้ำมันกากกาแฟกากกาแฟ,ไบโอดีเซล,ทรานส์เอสเทอริฟิเคชัน,spent coffee ground,Biodiesel,Transesterification",1,วิทยาศาสตร์ธรรมชาติ,1
1004882,"การคัดเลือกสายพันธุ์สาหร่ายขนาดเล็กที่มีปริมาณน้ำมันสูงเพื่อการผลิตไบโอดีเซลการคัดเลือก , สาหร่ายขนาดเล็ก , ปริมาณน้ำมันสูง , ไบโอดีเซล",1,วิทยาศาสตร์ธรรมชาติ,1
